,target,text
4826,0,"Haha, just what I was thinkin"
3418,1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
3534,0,Good evening! How are you?
2959,0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
2726,0,No i am not having not any movies in my laptop
560,0,Hi msg me:)i'm in office..
4435,1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
5462,0,U GOIN OUT 2NITE?
4381,0,Mathews or tait or edwards or anderson
4628,1,Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
3265,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
2621,0,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
620,0,Dear we got  &lt;#&gt;  dollars hi hi
3933,0,"Playin space poker, u?"
1184,0,"Yo, you around? Just got my car back"
563,1,GENT! We are trying to contact you. Last weekends draw shows that you won a Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
1869,0,Mom wants to know where you at
920,0,When u wana see it then
14,1,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
3665,0,Ha... U jus ate honey ar? So sweet...
173,0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
5341,1,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
3850,0,I to am looking forward to all the sex cuddling.. Only two more sleeps 
984,0,Yo guess what I just dropped
4168,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
3801,0,"It's ok, at least armand's still around"
3487,0,Change windows logoff sound..
658,0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
1420,0,No. She's currently in scotland for that.
4948,1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
4978,0,JADE ITS PAUL. Y DIDNÂ’T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
2915,0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
1930,0,Carry on not disturbing both of you
3429,0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
828,0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
1549,0,Dude sux for snake. He got old and raiden got buff
3091,1,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
3864,0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
241,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
1835,0,* Will be september by then!
4570,1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
5501,0,Apo all other are mokka players only
298,0,I cant pick the phone right now. Pls send a message
5392,0,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
2790,1,Uâ€™ve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870
1681,0,Y lei?
221,0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
2212,0,"This is one of the days you have a billion classes, right?"
337,0,Just sleeping..and surfing
415,0,Whatsup there. Dont u want to sleep
2281,0,"I hav almost reached. Call, i m unable to connect u."
2766,1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
2431,0,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
5453,0,Im just wondering what your doing right now?
4505,1,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
506,0,"Maybe westshore or hyde park village, the place near my house?"
5073,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..
4121,0,Yunny... I'm goin to be late
3187,0,Howz that persons story
3490,0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
5123,0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
3791,1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
2094,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
2650,0,Do you like shaking your booty on the dance floor?
2764,0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
354,0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
1218,0,K..k..i'm also fine:)when will you complete the course?
717,0,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
3072,0,Ok lor... But buy wat?
5416,0,Nope. I just forgot. Will show next week
1985,0,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
3841,0,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
3024,0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
4088,0,He needs to stop going to bed and make with the fucking dealing
427,0,Any pain on urination any thing else?
2150,0,"The table's occupied, I'm waiting by the tree"
2074,0,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
3255,0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
4582,0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
543,0,4 oclock at mine. Just to bash out a flat plan.
832,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
3727,0,"Aldrine, rakhesh ex RTM here.pls call.urgent."
2411,0,"Come to me right now, Ahmad"
1665,0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
594,0,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
2385,1,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
2965,0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
2848,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2727,0,Whatsup there. Dont u want to sleep
2379,0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
5248,0,"K I'm leaving soon, be there a little after 9"
15,0,Oh k...i'm watching here:)
5175,0,Company is very good.environment is terrific and food is really nice:)
793,0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
924,0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
4230,0,And several to you sir.
1977,1,Reply to win Â£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
3168,0,Ugh hopefully the asus ppl dont randomly do a reformat.
2557,1,This message is brought to you by GMW Ltd. and is not connected to the
1671,0,Glad to see your reply.
4180,0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
5259,0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
3849,0,U in town alone?
5570,0,Rofl. Its true to its name
2565,0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
332,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
1556,0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
3011,0,"Hm good morning, headache anyone? :-)"
1066,0,Once free call me sir. I am waiting for you.
31,0,K tell me anything about you.
1735,0,Why tired what special there you had
3968,0,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
5318,0,Kothi print out marandratha.
1817,0,Well i will watch shrek in 3D!!B)
175,0,Let me know when you've got the money so carlos can make the call
3117,0,Now am free call me pa.
1720,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
2513,1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
3553,0,Din i tell u jus now 420
3348,0,"Sorry, I'll call later"
5145,0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
1040,0,Today am going to college so am not able to atten the class.
5343,0,When you guys planning on coming over?
4987,0,No rushing. I'm not working. I'm in school so if we rush we go hungry.
3803,0,Yup song bro. No creative. Neva test quality. He said check review online.
4062,0,Hi dear we saw dear. We both are happy. Where you my battery is low
2861,0,I am not at all happy with what you saying or doing
3326,0,Huh so fast... Dat means u havent finished painting?
5178,0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
2615,0,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
2315,0,That's significant but dont worry.
1833,0,When should I come over?
5054,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
1935,0,Did either of you have any idea's? Do you know of anyplaces doing something?
1859,0,What's up. Do you want me to come online?
2133,0,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
